title,album,year,artist,genre,text,url,hero
Andalalo,Jagadekaveerudu Athiloka Sundari,1990,IlaiyaraajaS. JanakiS.P. Balasubrahmanyam,Hip-hop,andalalo jagadekaveerudu athiloka sundari ilaiyaraaja . janakis.p . balasubrahmanyam,https://www.jiosaavn.com/song/andalalo/HAIZdAFaRWw,
Yenno Yenno,Malli Malli Idi Rani Roju,2014,Gopi SunderKarthikChinmayee,Classical,yenno yenno malli malli idi rani roju gopi sunderkarthikchinmaye,https://www.jiosaavn.com/song/yenno-yenno/OBlddSJ2cH4,
Moosina Muthyalake,Annamayya,1997,Annamayya KeerthanaS.P. BalasubrahmanyamK. S. Chithra,Rock,moosina muthyalak annamayya annamayya keerthanas.p . balasubrahmanyamk . s. chithra,https://www.jiosaavn.com/song/moosina-muthyalake/Rg8PUyxgZQc,
Pillaa,Gabbar Singh,2012,Devi Sri PrasadVaddepalli SrinivasPawan Kalyan,Rock,pillaa gabbar singh devi sri prasadvaddep srinivaspawan kalyan,https://www.jiosaavn.com/song/pillaa/KRItUCtzbWA,
Manasanta Mukkalu Chesi,Prema Kavali,2011,KK,Electronic,manasanta mukkalu chesi prema kavali kk,https://www.jiosaavn.com/song/manasanta-mukkalu-chesi/JB4RVRZ5Q1s,
Meghaalu Lekunna,Kumari 21 F,2015,Yazin NizarDevi Sri Prasad,Rock,meghaalu lekunna kumari 21 f yazin nizardevi sri prasad,https://www.jiosaavn.com/song/meghaalu-lekunna/NBBYCUIIBVw,
Unnamata Cheppanivu,Nuvvu Naaku Nachchav,2001,KotiHariniTippu,Hip-hop,unnamata cheppanivu nuvvu naaku nachchav kotiharinitippu,https://www.jiosaavn.com/song/unnamata-cheppanivu/ITIEYkdHBWQ,
AGAMMA AGARADHE RADHAMMA,AGAMMA AGARADHE RADHAMMA,2023,Boddu Dilip Kumar,Electronic,agamma agaradh radhamma agamma agaradh radhamma boddu dilip kumar,https://www.jiosaavn.com/song/agamma-agaradhe-radhamma/AQYZciRcfAs,
Kannullo Nee Roopame,Ninne Pelladatha,1996,HariharanChitra,Hip-hop,kannullo nee roopam ninn pelladatha hariharanchitra,https://www.jiosaavn.com/song/kannullo-nee-roopame/QR9ZdQxfRn0,
Vanajallu Gillutunte,Yamudiki Mogudu,1988,S.P. BalasubramanyamS. JanakiRaj Koti,Electronic,vanajallu gillutunt yamudiki mogudu s.p . balasubramanyam . janakiraj koti,https://www.jiosaavn.com/song/vanajallu-gillutunte/MScYZTYDBns,
Kanne Adhirindhi,Roberrt (Telugu),2021,Mangli,Country,kann adhirindhi roberrt ( telugu ) mangli,https://www.jiosaavn.com/song/kanne-adhirindhi/XR0kRjgIZmM,
Pilla Chao,Businessman,2011,Thaman SRahul Nambiar,Classical,pilla chao businessman thaman srahul nambiar,https://www.jiosaavn.com/song/pilla-chao/PFgCVCBbX1E,
Asalem Gurthukuradhu,Antahpuram,1998,K. S. Chithra,Country,asalem gurthukuradhu antahpuram k. s. chithra,https://www.jiosaavn.com/song/asalem-gurthukuradhu/IgExaBF8Q3E,
Harima Harima,Robo,2010,A.R. RahmanHariharanSadhana SargamBenny DayalNaresh Iyer,Classical,harima harima robo a.r . rahmanhariharansadhana sargambenni dayalnaresh iyer,https://www.jiosaavn.com/song/harima-harima/CDsbHB8JRV8,
Nachavule Nachavule,Virupaksha (Original Motion Picture Soundtrack),2023,B. Ajaneesh LoknathKarthik,Classical,nachavul nachavul virupaksha ( origin motion pictur soundtrack ) b. ajaneesh loknathkarthik,https://www.jiosaavn.com/song/nachavule-nachavule/HgwlVwRyRWo,
Nandamuri Chandamama,Samba,2000,Mani SharmaSujatha MohanCharan,Rock,nandamuri chandamama samba mani sharmasujatha mohancharan,https://www.jiosaavn.com/song/nandamuri-chandamama/Pyc6VBZGZAo,
Hylessa,Sri Ramadasu,2006,M. M. KeeravaniDevi Sri PrasadMalavika,Pop,hylessa sri ramadasu m. m. keeravanidevi sri prasadmalavika,https://www.jiosaavn.com/song/hylessa/My0TUjdYRHo,
Nammaku Nammaku,Rudraveena,2000,IlaiyaraajaS.P. Balasubrahmanyam,Pop,nammaku nammaku rudraveena ilaiyaraajas.p . balasubrahmanyam,https://www.jiosaavn.com/song/nammaku-nammaku/QCUzawZzY0A,
O Baby O Baby,Aadavari Matalaku Ardhalu Veruley,2007,Yuvan Shankar RajaMathangiHaricharanJenny,Classical,o babi o babi aadavari matalaku ardhalu veruley yuvan shankar rajamathangiharicharanjenni,https://www.jiosaavn.com/song/o-baby-o-baby/GDkPfxpRVUc,
Emitemitemo,Arjun Reddy,2017,Alphons Joseph,Rock,emitemitemo arjun reddi alphon joseph,https://www.jiosaavn.com/song/emitemitemo/Ni4IcAVddmA,
Rendai Thirigae,Brothers,2012,Harris JayarajKrishM.K. BalajiMili,Jazz,rendai thiriga brother harri jayarajkrishm.k . balajimili,"https://www.jiosaavn.com/song/rendai-thirigae/Ozg9A0B,c3c",
Evaree Ammayee Ani,Nene Ambani,2013,Hari CharanYuvan Shankar Raja,Electronic,evare ammaye ani nene ambani hari charanyuvan shankar raja,https://www.jiosaavn.com/song/evaree-ammayee-ani/HQ8BVSFJA14,
Temper,Temper,2015,M.L.R. KarthikeyanBhargavi PillaiSimhaRap RahulAnup Rubens,Blues,temper temper m.l.r . karthikeyanbhargavi pillaisimharap rahulanup ruben,https://www.jiosaavn.com/song/temper/KDkMZxkAB2I,
Maro Masthi Maro,Bangaram,2006,Vidhya SagarSukhwinder SinghAnuradha Sriram,Electronic,maro masthi maro bangaram vidhya sagarsukhwind singhanuradha sriram,https://www.jiosaavn.com/song/maro-masthi-maro/ODklbhB-RwA,
Andhanikey,Murari,2000,Mani SharmaShankar Mahadevan,Electronic,andhanikey murari mani sharmashankar mahadevan,https://www.jiosaavn.com/song/andhanikey/HTknVgF2cAI,
Ay Pilla,Love Story,2020,Haricharan,Blues,ay pilla love stori haricharan,https://www.jiosaavn.com/song/ay-pilla/EgInVixaZEQ,
Sommasilli Pothunnave O Chinni Ramulamma,Sommasilli Pothunnave O Chinni Ramulamma,2024,Ramu Rathod,Electronic,sommasilli pothunnav o chinni ramulamma sommasilli pothunnav o chinni ramulamma ramu rathod,https://www.jiosaavn.com/song/sommasilli-pothunnave-o-chinni-ramulamma/Bg8JYQJTVGQ,
Manasuna Unnadi (Female),Priyamainaneeku,2003,ShivashankarK. S. Chithra,Jazz,manasuna unnadi ( femal ) priyamainaneeku shivashankark . s. chithra,https://www.jiosaavn.com/song/manasuna-unnadi-female/ISM8WyB1cH8,
Vinaraa (From &quot;Salaar Cease Fire - Telugu&quot;),Salaar Cease Fire - Telugu,2024,Krishna KanthRavi BasrurSachin Basrur,Hip-hop,vinaraa ( from & quot ; salaar ceas fire - telugu & quot ; ) salaar ceas fire - telugu krishna kanthravi basrursachin basrur,https://www.jiosaavn.com/song/vinaraa-from-salaar-cease-fire-telugu/RlAycg1Eckk,
Aaradugula Bullet,Attarrintiki Daaredi,2013,Devi Sri PrasadVijay PrakashM.L.R. Karthikeyan,Blues,aaradugula bullet attarrintiki daaredi devi sri prasadvijay prakashm.l.r . karthikeyan,https://www.jiosaavn.com/song/aaradugula-bullet/L1AESAEJT2o,
Mounamela Noyee,Sagara Sangamam (Telugu),1983,Ilaiyaraaja,Pop,mounamela noye sagara sangamam ( telugu ) ilaiyaraaja,https://www.jiosaavn.com/song/mounamela-noyee/OB0pch94Uwc,
Manase Baruvai,Naa Peru Shiva,2013,Karthik,Rock,manas baruvai naa peru shiva karthik,https://www.jiosaavn.com/song/manase-baruvai/PSYYeiFmVAQ,
Are Emaindhi,Aaradhana,1987,IlaiyaraajaS. JanakiS.P. Balasubrahmanyam,Hip-hop,are emaindhi aaradhana ilaiyaraaja . janakis.p . balasubrahmanyam,https://www.jiosaavn.com/song/are-emaindhi/Fwo7RSMJX3Y,
Vintunnavaa,Yemaaya Chesave,2010,A.R. RahmanKarthikShreya Ghoshal,Classical,vintunnavaa yemaaya chesav a.r . rahmankarthikshreya ghoshal,https://www.jiosaavn.com/song/vintunnavaa/PkUqVT5oYQQ,
Sound of Salaar (From &quot;Salaar Cease Fire&quot;),Salaar Cease Fire - Telugu,2024,Ravi BasrurYair Albeg WeinSongs To Your Eyes,Electronic,sound of salaar ( from & quot ; salaar ceas fire & quot ; ) salaar ceas fire - telugu ravi basruryair albeg weinsong to your eye,https://www.jiosaavn.com/song/sound-of-salaar-from-salaar-cease-fire/Ql9YZzZEWUE,
Nigama Nigamantha,Annamayya,1997,Annamayya KeerthanaS.P. BalasubrahmanyamK. S. Chithra,Pop,nigama nigamantha annamayya annamayya keerthanas.p . balasubrahmanyamk . s. chithra,https://www.jiosaavn.com/song/nigama-nigamantha/E0UyYRN1RwE,
Matarani,Maharshi,2000,IlaiyaraajaS. JanakiS.P. Balasubrahmanyam,Pop,matarani maharshi ilaiyaraaja . janakis.p . balasubrahmanyam,https://www.jiosaavn.com/song/matarani/ASU5eTx6aFY,
Andhamyna Bhamalu,Manmadhudu,2002,Devi Sri Prasad,Hip-hop,andhamyna bhamalu manmadhudu devi sri prasad,https://www.jiosaavn.com/song/andhamyna-bhamalu/GiQsc1lxckE,
Varsham Munduga,Sega,2011,Suzanne D'MelloSunitha Upadrasta,Classical,varsham munduga sega suzann d'mellosunitha upadrasta,https://www.jiosaavn.com/song/varsham-munduga/FVkvXy1jYmY,
O Priya,Geetanjali,1989,IlaiyaraajaS.P. BalasubrahmanyamK. S. Chithra,Jazz,o priya geetanjali ilaiyaraajas.p . balasubrahmanyamk . s. chithra,https://www.jiosaavn.com/song/o-priya/MS8KUyJTAV0,
Chalaki Chilipi Vayasu,Maayalodu,1999,S.P. BalasubrahmanyamK. S. Chithra,Blues,chalaki chilipi vayasu maayalodu s.p . balasubrahmanyamk . s. chithra,https://www.jiosaavn.com/song/chalaki-chilipi-vayasu/PTE4CQNKVno,
Chinnadhana,Ishq,2012,Anoop RubensRaja HasanSravani,Hip-hop,chinnadhana ishq anoop rubensraja hasansravani,https://www.jiosaavn.com/song/chinnadhana/FzsJACFeRHA,
Devatha,Potugadu,2013,AchuKarthik,Pop,devatha potugadu achukarthik,https://www.jiosaavn.com/song/devatha/ExATUCdHX1o,
BAD - Gangs Of Godavari Theme,Gangs Of Godavari,2024,Yuvan Shankar Raja,Classical,bad - gang of godavari theme gang of godavari yuvan shankar raja,https://www.jiosaavn.com/song/bad-gangs-of-godavari-theme/BAEIdycJRHw,
Dai Dai Dhamma,Indra,2002,Mani SharmaKKMaha Lakshmi,Country,dai dai dhamma indra mani sharmakkmaha lakshmi,https://www.jiosaavn.com/song/dai-dai-dhamma/PAQMezdKXFk,
UDUKUDUKU ROTTELU,UDUKUDUKU ROTTELU,2024,singer lavanya,Hip-hop,udukuduku rottelu udukuduku rottelu singer lavanya,https://www.jiosaavn.com/song/udukuduku-rottelu/RAc5SAxDBGE,
Bhama Bhama,Murari,2000,Mani SharmaAnuradha SriramS.P. Balasubrahmanyam,Pop,bhama bhama murari mani sharmaanuradha srirams.p . balasubrahmanyam,https://www.jiosaavn.com/song/bhama-bhama/SQ8IfT5aVmY,
Edolavundi,Thammudu,2000,Ramana Gogula,Classical,edolavundi thammudu ramana gogula,https://www.jiosaavn.com/song/edolavundi/QA4NQw5WA18,
KORUKUNNARORAYYA,KORUKUNNARORAYYA,2024,Mamidi Mounika,Electronic,korukunnarorayya korukunnarorayya mamidi mounika,https://www.jiosaavn.com/song/korukunnarorayya/FR0DczVkdB4,
Suvvi Suvvi,Swati Mutyam,2000,S. P. BalasubrahmanyamS. Janaki,Country,suvvi suvvi swati mutyam s. p. balasubrahmanyam . janaki,https://www.jiosaavn.com/song/suvvi-suvvi/AEUIZywFdGk,
Sirula Nosage,Devullu,2000,Vandemataram SrinivasSwarnalathaSujatha Mohan,Classical,sirula nosag devullu vandemataram srinivasswarnalathasujatha mohan,https://www.jiosaavn.com/song/sirula-nosage/RgsnRABVWAA,
Evaro Nenevaro,Brothers,2012,Harris JayarajKarthikPriya Hemesh,Blues,evaro nenevaro brother harri jayarajkarthikpriya hemesh,https://www.jiosaavn.com/song/evaro-nenevaro/LzEGeS1UR3w,
Minneti Sooreedu,Seeta Kokka Chilakka (Telugu),1981,Ilaiyaraaja,Blues,minneti sooreedu seeta kokka chilakka ( telugu ) ilaiyaraaja,https://www.jiosaavn.com/song/minneti-sooreedu/BB8hVTUHBgs,
Jum Jum Maya,Vikramarkudu,2006,M. M. KeeravaniSunitha Upadrasta,Country,jum jum maya vikramarkudu m. m. keeravanisunitha upadrasta,https://www.jiosaavn.com/song/jum-jum-maya/Ci4ofEx3AGs,
Veeri Veeri,Jayam,2002,R.P. Patnaik,Rock,veeri veeri jayam r.p . patnaik,https://www.jiosaavn.com/song/veeri-veeri/Rx4ZSUxEfGI,
Amma Amma,Raghuvaran B.Tech,2014,Anirudh RavichanderS. JanakiDeepu,Classical,amma amma raghuvaran b.tech anirudh ravichand . janakideepu,https://www.jiosaavn.com/song/amma-amma/NzERUDFyAWE,
Ma Ma Mahesha,Sarkaru Vaari Paata,2022,Sri KrishnaJonita Gandhi,Hip-hop,ma ma mahesha sarkaru vaari paata sri krishnajonita gandhi,https://www.jiosaavn.com/song/ma-ma-mahesha/GTc7WxthX3U,
Chirunavve Visirave,Prema Kavali,2011,Vijay Prakash,Classical,chirunavv visirav prema kavali vijay prakash,https://www.jiosaavn.com/song/chirunavve-visirave/FCxcfCRnBGI,
O Navvu Chalu,Nuvvu Naaku Nachchav,2001,KotiShankar Mahadevan,Pop,o navvu chalu nuvvu naaku nachchav kotishankar mahadevan,https://www.jiosaavn.com/song/o-navvu-chalu/FDEHWx97c2c,
Pilichina,Athadu,2005,KarthikKavita Krishnamurthy,Electronic,pilichina athadu karthikkavita krishnamurthi,https://www.jiosaavn.com/song/pilichina/I19afyZVR0s,
Banti Chamanti,Abhilasha,1983,S.P. BalasubrahmanyamS. Janaki,Electronic,banti chamanti abhilasha s.p . balasubrahmanyam . janaki,"https://www.jiosaavn.com/song/banti-chamanti/CD4,dABBbgQ",
Nagumomu Thaarale,Radhe Shyam,2022,Sid Sriram,Hip-hop,nagumomu thaaral radh shyam sid sriram,https://www.jiosaavn.com/song/nagumomu-thaarale/QDIqeAJgUFo,
Pillagali,Athadu,2005,Shreya Ghoshal,Rock,pillagali athadu shreya ghoshal,https://www.jiosaavn.com/song/pillagali/Ag0vczJze2A,
Sehri..Sehari,Oy!,2009,Toshi SabriPriya,Jazz,sehri .. sehari oy ! toshi sabripriya,https://www.jiosaavn.com/song/sehri..sehari/SQIgQUAAb0U,
Janavule Nerajanavule,Aditya 369,1991,IlaiyaraajaS.P. BalasubrahmanyamS.P. SailajaS. Janaki,Blues,janavul nerajanavul aditya 369 ilaiyaraajas.p . balasubrahmanyams.p . sailaja . janaki,https://www.jiosaavn.com/song/janavule-nerajanavule/Ey87ADtxYmU,
Egire Chilakkamma,Bangaram,2006,Vidhya SagarUdit NarayanAnuradha Sriram,Jazz,egir chilakkamma bangaram vidhya sagarudit narayananuradha sriram,https://www.jiosaavn.com/song/egire-chilakkamma/Bi9fSTV5Xkc,
Elluvochi Godaramma,Elluvochi Godaramma - Valmiki,2019,S.P. BalasubrahmanyamP. Susheela,Blues,elluvochi godaramma elluvochi godaramma - valmiki s.p . balasubrahmanyamp . susheela,https://www.jiosaavn.com/song/elluvochi-godaramma/SBheZT1UZ1Y,
Naa Pranama,Daddy,2001,Udit NarayanK. S. ChithraS.A. Rajkumar,Jazz,naa pranama daddi udit narayank . s. chithras.a . rajkumar,https://www.jiosaavn.com/song/naa-pranama/KQsJVBgCW2s,
Travelling Soldier,Thammudu,2000,Ramana Gogula,Rock,travel soldier thammudu ramana gogula,https://www.jiosaavn.com/song/travelling-soldier/SB5SCRodVl0,
Allahe Allaha,Allahe Allaha,2023,Katike Ramu,Hip-hop,allah allaha allah allaha katik ramu,https://www.jiosaavn.com/song/allahe-allaha/RxscUhcdfEQ,
Antha Ishtam,Bheemla Nayak,2021,K. S. Chithra,Jazz,antha ishtam bheemla nayak k. s. chithra,https://www.jiosaavn.com/song/antha-ishtam/OSNbVSVycGQ,
Ori Devuda,Raghuvaran B.Tech,2014,Anirudh RavichanderHemachandra,Electronic,ori devuda raghuvaran b.tech anirudh ravichanderhemachandra,https://www.jiosaavn.com/song/ori-devuda/Mhs0e0cIZWc,
Agni Skalana,Chatrapathi,2000,M. M. KeeravaniMathangi,Hip-hop,agni skalana chatrapathi m. m. keeravanimathangi,https://www.jiosaavn.com/song/agni-skalana/GCodfTBkUnQ,
Spirit Of Jersey,Jersey,2019,Kaala Bhairava,Hip-hop,spirit of jersey jersey kaala bhairava,https://www.jiosaavn.com/song/spirit-of-jersey/Fw5Zdi16VnU,
Ammo Ammayena,Vasantham,2003,S.A. Raj KumarHariharanSujatha Mohan,Pop,ammo ammayena vasantham s.a. raj kumarhariharansujatha mohan,https://www.jiosaavn.com/song/ammo-ammayena/JiNcHCV7YFY,
I Just Love You Baby,Prema Katha Chithram,2013,J.B. (Jeevan Babu)LipisikaRevanth,Pop,i just love you babi prema katha chithram j.b. ( jeevan babu ) lipisikarevanth,https://www.jiosaavn.com/song/i-just-love-you-baby/KVE4RAZSckc,
Karigipoyanu,Marana Mrudangam,2000,IlaiyaraajaS.P. BalasubrahmanyamP. Susheela,Hip-hop,karigipoyanu marana mrudangam ilaiyaraajas.p . balasubrahmanyamp . susheela,https://www.jiosaavn.com/song/karigipoyanu/SQIOQTJEW30,
Aho! Oka Manasuku,Allari Priyudu,1994,S.P. BalasubrahmanyamK. S. Chithra,Hip-hop,aho ! oka manasuku allari priyudu s.p . balasubrahmanyamk . s. chithra,https://www.jiosaavn.com/song/aho-oka-manasuku/IF4AdBVjcWc,
Neeli Neelakantuda,Neeli Neelakantuda,2022,Mangli,Jazz,neeli neelakantuda neeli neelakantuda mangli,https://www.jiosaavn.com/song/neeli-neelakantuda/ClwJVyZ-UVg,
Neeve Neeve,Amma Nanna O Tamila Ammai,2003,Chakri,Hip-hop,neev neev amma nanna o tamila ammai chakri,https://www.jiosaavn.com/song/neeve-neeve/XSAtAhx9AUE,
Oopiri Aaguthunnadey,Arjun Reddy,2017,Revanth,Jazz,oopiri aaguthunnadey arjun reddi revanth,https://www.jiosaavn.com/song/oopiri-aaguthunnadey/NUUHAQ5SBXg,
Saradaga..Chandamaamane,Oy!,2009,KarthikSunidhi Chauhan,Hip-hop,saradaga .. chandamaaman oy ! karthiksunidhi chauhan,https://www.jiosaavn.com/song/saradaga..chandamaamane/SV0tXERARwU,
Ye Swapnalokala,Suswagatham,1998,S. P. Balasubrahmanyam,Jazz,ye swapnalokala suswagatham s. p. balasubrahmanyam,https://www.jiosaavn.com/song/ye-swapnalokala/Qw0PZSRDb30,
Usure Poyene,Villain,2010,A.R. RahmanKarthik,Electronic,usur poyen villain a.r . rahmankarthik,https://www.jiosaavn.com/song/usure-poyene/IlkpQBtXVXw,
Endhuko Prayam,Rajakumarudu,2000,Mani SharmaK. S. ChithraS.P. Balasubrahmanyam,Classical,endhuko prayam rajakumarudu mani sharmak . s. chithras.p . balasubrahmanyam,https://www.jiosaavn.com/song/endhuko-prayam/QRxGZ0ZhGkI,
Rise of Shyam,Shyam Singha Roy - Telugu,2021,Anurag KulkarniVishal DadlaniRap-Cizzy,Classical,rise of shyam shyam singha roy - telugu anurag kulkarnivish dadlanirap-cizzi,https://www.jiosaavn.com/song/rise-of-shyam/JFhTYCAEWWc,
Guruthunda Baava,Guruthunda Baava,2024,Charan ArjunDivya Malika,Rock,guruthunda baava guruthunda baava charan arjundivya malika,https://www.jiosaavn.com/song/guruthunda-baava/Hl4lUyd4cWY,
Yeto Vellipoyindi,Ninne Pelladatha,1996,Rajesh Krishnan,Rock,yeto vellipoyindi ninn pelladatha rajesh krishnan,https://www.jiosaavn.com/song/yeto-vellipoyindi/HAcpRDx9fWA,
O Sayonara,1 Nenokkadine,2014,Suraj SanthoshM.M.Manasi,Blues,o sayonara 1 nenokkadin suraj santhoshm.m.manasi,"https://www.jiosaavn.com/song/o-sayonara/NF80bjl,dng",
Em Sandeham Ledu,Oohalu Gusagusalade,2014,Kalyani KoduriSunitha,Country,em sandeham ledu oohalu gusagusalad kalyani kodurisunitha,https://www.jiosaavn.com/song/em-sandeham-ledu/H1pdaRZcf2U,
Vatapatra - Happy,Swati Mutyam,2000,P. Susheela,Country,vatapatra - happi swati mutyam p. susheela,"https://www.jiosaavn.com/song/vatapatra-happy/RzkxWQZ,ckI",
Nuvu Malletiga,Presidentu Garipellam,1993,S.P. BalasubrahmanyamK. S. Chithra,Country,nuvu malletiga presidentu garipellam s.p . balasubrahmanyamk . s. chithra,https://www.jiosaavn.com/song/nuvu-malletiga/N1AYXEFkRnc,
Lover Also Fighter Also,Naa Peru Surya Naa Illu India,2018,Shekhar Ravjiani,Country,lover also fighter also naa peru surya naa illu india shekhar ravjiani,"https://www.jiosaavn.com/song/lover-also-fighter-also/KQAMSzZ,f3I",
Jawan Title Track,Jawan  (TELUGU),2023,Anirudh RavichanderRaja Kumari,Country,jawan titl track jawan ( telugu ) anirudh ravichanderraja kumari,https://www.jiosaavn.com/song/jawan-title-track/CloACUx-T18,
Mannela Tintivira,Chatrapathi,2000,M. M. KeeravaniKalyaniTippuSmitha (Nivedhitha),Pop,mannela tintivira chatrapathi m. m. keeravanikalyanitippusmitha ( nivedhitha ),https://www.jiosaavn.com/song/mannela-tintivira/GlgGfzxxUX0,
Needhele,Chinna,2023,Santhosh Narayanan,Classical,needhel chinna santhosh narayanan,https://www.jiosaavn.com/song/needhele/OwsDQUVmZ1I,
Naa Manasuney,Manmadhudu,2002,S.P. BalasubrahmanyamK. S. Chithra,Hip-hop,naa manasuney manmadhudu s.p . balasubrahmanyamk . s. chithra,https://www.jiosaavn.com/song/naa-manasuney/A0UoeAZSdl0,
Chanti Pillala,Baby,2023,Vijai BulganinAnudeep Dev,Electronic,chanti pillala babi vijai bulganinanudeep dev,https://www.jiosaavn.com/song/chanti-pillala/OCoYBh5lcmI,
Kila Kila,Coolie No. 1,1991,S.P. BalasubrahmanyamK. S. Chithra,Jazz,kila kila cooli no . 1 s.p . balasubrahmanyamk . s. chithra,https://www.jiosaavn.com/song/kila-kila/MQ4PBxd9UmA,
Melikalu,Cameraman Gangatho Rambabu,2012,Mani SharmaNarendraGeetha Madhuri,Rock,melikalu cameraman gangatho rambabu mani sharmanarendrageetha madhuri,https://www.jiosaavn.com/song/melikalu/NTtaZRtzYGY,
Malli Kuyave,Itlu Sharavani Subrahmanyam,2001,ChakriHariharanKousalya,Jazz,malli kuyav itlu sharavani subrahmanyam chakrihariharankousalya,https://www.jiosaavn.com/song/malli-kuyave/QB0HCTlDA3s,
Rajamandrike,Narasimhudu,2005,Mani SharmaShankar MahadevanSuchitra,Jazz,rajamandrik narasimhudu mani sharmashankar mahadevansuchitra,https://www.jiosaavn.com/song/rajamandrike/XRwcRi1Hf18,
Padharu Kalalaku,Annamayya,1997,J.K. BharaviMano,Country,padharu kalalaku annamayya j.k. bharavimano,https://www.jiosaavn.com/song/padharu-kalalaku/FR4HSTFmVHg,
Edhuta Nilichindhi,Vaana,2007,KamalakarKarthik,Jazz,edhuta nilichindhi vaana kamalakarkarthik,https://www.jiosaavn.com/song/edhuta-nilichindhi/SAxbVh51emk,
Chakkori,Saahasam Swaasaga Saagipo,2016,Satya PrakashShashaa TirupatiA.R. Rahman,Hip-hop,chakkori saahasam swaasaga saagipo satya prakashshashaa tirupatia.r . rahman,https://www.jiosaavn.com/song/chakkori/MjozeTMEdgo,
Chandrullo Unde,Nuvvostanante Nenoddantana,2014,Shankar Mahadevan,Rock,chandrullo und nuvvostanant nenoddantana shankar mahadevan,https://www.jiosaavn.com/song/chandrullo-unde/Aic-eTNcBno,
Vevela Mainala Ganam,Badri,2000,Ramana GogulaSunitha,Country,vevela mainala ganam badri ramana gogulasunitha,https://www.jiosaavn.com/song/vevela-mainala-ganam/QFEDAwd7bQQ,
Vundipomanne Chotu Kaadu Idi (From &quot;Ambajipeta Marriage Band&quot;),Vundipomanne Chotu Kaadu Idi (From &quot;Ambajipeta Marriage Band&quot;),2024,Sekhar ChandraDinesh Rudra,Rock,vundipomann chotu kaadu idi ( from & quot ; ambajipeta marriag band & quot ; ) vundipomann chotu kaadu idi ( from & quot ; ambajipeta marriag band & quot ; ) sekhar chandradinesh rudra,https://www.jiosaavn.com/song/vundipomanne-chotu-kaadu-idi-from-ambajipeta-marriage-band/QlwDYDplXHY,
Kurisey Kurisey,Vaishali,2011,Thaman SRanjith,Jazz,kurisey kurisey vaishali thaman sranjith,https://www.jiosaavn.com/song/kurisey-kurisey/PAMHaA5VXWI,
Vinave Vinave,Raja Rani,2013,G.V.Prakash KumarShakthisree Gopalan,Country,vinav vinav raja rani g.v.prakash kumarshakthisre gopalan,https://www.jiosaavn.com/song/vinave-vinave/RRAsSUZXUwQ,
Nairey Nairey,Andhrawala,2003,ChakriKousalya,Classical,nairey nairey andhrawala chakrikousalya,https://www.jiosaavn.com/song/nairey-nairey/HSk-eCRoYwo,
Kita Kita Talupulu,Manasantha Nuvve,2001,R.P. PatnaikK. S. Chithra,Electronic,kita kita talupulu manasantha nuvv r.p . patnaikk . s. chithra,https://www.jiosaavn.com/song/kita-kita-talupulu/XQUZBTBTWl0,
